,Play,Player,PlayerLine
32856,Hamlet,HAMLET,Did you not speak to it?
32857,Hamlet,HORATIO,"My lord, I did,"
32858,Hamlet,HORATIO,But answer made it none: yet once methought
32859,Hamlet,HORATIO,It lifted up its head and did address
32860,Hamlet,HORATIO,"Itself to motion, like as it would speak,"
32861,Hamlet,HORATIO,"But even then the morning cock crew loud,"
32862,Hamlet,HORATIO,"And at the sound it shrunk in haste away,"
32863,Hamlet,HORATIO,And vanish'd from our sight.
32864,Hamlet,HAMLET,'Tis very strange.
32865,Hamlet,HORATIO,"As I do live, my honour'd lord, 'tis true,"
32866,Hamlet,HORATIO,And we did think it writ down in our duty
32867,Hamlet,HORATIO,To let you know of it.
32868,Hamlet,HAMLET,"Indeed, indeed, sirs, but this troubles me."
32869,Hamlet,HAMLET,Hold you the watch to-night?
32870,Hamlet,BERNARDO,"We do, my lord."
32871,Hamlet,HAMLET,"Arm'd, say you?"
32872,Hamlet,BERNARDO,"Arm'd, my lord."
32873,Hamlet,HAMLET,From top to toe?
32874,Hamlet,BERNARDO,"My lord, from head to foot."
32875,Hamlet,HAMLET,Then saw you not his face?
32876,Hamlet,HORATIO,"O, yes, my lord, he wore his beaver up."
32877,Hamlet,HAMLET,"What, look'd he frowningly?"
32878,Hamlet,HORATIO,A countenance more in sorrow than in anger.
32879,Hamlet,HAMLET,Pale or red?
32880,Hamlet,HORATIO,"Nay, very pale."
32881,Hamlet,HAMLET,And fix'd his eyes upon you?
32882,Hamlet,HORATIO,Most constantly.
32883,Hamlet,HAMLET,I would I had been there.
32884,Hamlet,HORATIO,It would have much amazed you.
32885,Hamlet,HAMLET,"Very like, very like. Stay'd it long?"
32886,Hamlet,HORATIO,While one with moderate haste might tell a hundred.
32887,Hamlet,BERNARDO,"Longer, longer."
32888,Hamlet,HORATIO,Not when I saw't.
32889,Hamlet,HAMLET,His beard was grizzled--no?
32890,Hamlet,HORATIO,"It was, as I have seen it in his life,"
32891,Hamlet,HORATIO,A sable silver'd.
32892,Hamlet,HAMLET,"I will watch to-night,"
32893,Hamlet,HAMLET,Perchance 'twill walk again.
32894,Hamlet,HORATIO,I warrant it will.
32895,Hamlet,HAMLET,"If it assume my noble father's person,"
32896,Hamlet,HAMLET,"I'll speak to it, though hell itself should gape"
32897,Hamlet,HAMLET,"And bid me hold my peace. I pray you all,"
32898,Hamlet,HAMLET,"If you have hitherto conceal'd this sight,"
32899,Hamlet,HAMLET,"Let it be tenable in your silence still,"
32900,Hamlet,HAMLET,"And whatsoever else shall hap to-night,"
32901,Hamlet,HAMLET,"Give it an understanding, but no tongue:"
32902,Hamlet,HAMLET,"I will requite your loves. So, fare you well:"
32903,Hamlet,HAMLET,"Upon the platform, 'twixt eleven and twelve,"
32904,Hamlet,HAMLET,I'll visit you.
32905,Hamlet,All,Our duty to your honour.
32906,Hamlet,HAMLET,"Your loves, as mine to you: farewell."
32907,Hamlet,HAMLET,Exeunt all but HAMLET
32908,Hamlet,HAMLET,"My father's spirit in arms! all is not well,"
32909,Hamlet,HAMLET,I doubt some foul play: would the night were come!
32910,Hamlet,HAMLET,"Till then sit still, my soul: foul deeds will rise,"
32911,Hamlet,HAMLET,"Though all the earth o'erwhelm them, to men's eyes."
32912,Hamlet,HAMLET,Exit
32913,Hamlet,HAMLET,SCENE III. A room in Polonius' house.
32914,Hamlet,HAMLET,Enter LAERTES and OPHELIA
32915,Hamlet,LAERTES,My necessaries are embark'd: farewell:
32916,Hamlet,LAERTES,"And, sister, as the winds give benefit"
32917,Hamlet,LAERTES,"And convoy is assistant, do not sleep,"
32918,Hamlet,LAERTES,But let me hear from you.
32919,Hamlet,OPHELIA,Do you doubt that?
32920,Hamlet,LAERTES,"For Hamlet and the trifling of his favour,"
32921,Hamlet,LAERTES,"Hold it a fashion and a toy in blood,"
32922,Hamlet,LAERTES,"A violet in the youth of primy nature,"
32923,Hamlet,LAERTES,"Forward, not permanent, sweet, not lasting,"
32924,Hamlet,LAERTES,"The perfume and suppliance of a minute, No more."
32925,Hamlet,OPHELIA,No more but so?
32926,Hamlet,LAERTES,"Think it no more,"
32927,Hamlet,LAERTES,"For nature, crescent, does not grow alone"
32928,Hamlet,LAERTES,"In thews and bulk, but, as this temple waxes,"
32929,Hamlet,LAERTES,The inward service of the mind and soul
32930,Hamlet,LAERTES,"Grows wide withal. Perhaps he loves you now,"
32931,Hamlet,LAERTES,And now no soil nor cautel doth besmirch
32932,Hamlet,LAERTES,"The virtue of his will: but you must fear,"
32933,Hamlet,LAERTES,"His greatness weigh'd, his will is not his own,"
32934,Hamlet,LAERTES,For he himself is subject to his birth:
32935,Hamlet,LAERTES,"He may not, as unvalued persons do,"
32936,Hamlet,LAERTES,"Carve for himself, for on his choice depends"
32937,Hamlet,LAERTES,"The safety and health of this whole state,"
32938,Hamlet,LAERTES,And therefore must his choice be circumscribed
32939,Hamlet,LAERTES,Unto the voice and yielding of that body
32940,Hamlet,LAERTES,"Whereof he is the head. Then if he says he loves you,"
32941,Hamlet,LAERTES,It fits your wisdom so far to believe it
32942,Hamlet,LAERTES,As he in his particular act and place
32943,Hamlet,LAERTES,"May give his saying deed, which is no further"
32944,Hamlet,LAERTES,Than the main voice of Denmark goes withal.
32945,Hamlet,LAERTES,"Then weigh what loss your honour may sustain,"
32946,Hamlet,LAERTES,"If with too credent ear you list his songs,"
32947,Hamlet,LAERTES,"Or lose your heart, or your chaste treasure open"
32948,Hamlet,LAERTES,To his unmaster'd importunity.
32949,Hamlet,LAERTES,"Fear it, Ophelia, fear it, my dear sister,"
32950,Hamlet,LAERTES,"And keep you in the rear of your affection,"
32951,Hamlet,LAERTES,Out of the shot and danger of desire.
32952,Hamlet,LAERTES,"The chariest maid is prodigal enough,"
32953,Hamlet,LAERTES,If she unmask her beauty to the moon:
32954,Hamlet,LAERTES,Virtue itself 'scapes not calumnious strokes:
32955,Hamlet,LAERTES,"The canker galls the infants of the spring,"
32956,Hamlet,LAERTES,"Too oft before their buttons be disclosed,"
32957,Hamlet,LAERTES,And in the morn and liquid dew of youth
32958,Hamlet,LAERTES,Contagious blastments are most imminent.
32959,Hamlet,LAERTES,"Be wary then, best safety lies in fear:"
32960,Hamlet,LAERTES,"Youth to itself rebels, though none else near."
32961,Hamlet,OPHELIA,"I shall the effect of this good lesson keep,"
32962,Hamlet,OPHELIA,"As watchman to my heart. But, good my brother,"
32963,Hamlet,OPHELIA,"Do not, as some ungracious pastors do,"
32964,Hamlet,OPHELIA,"Show me the steep and thorny way to heaven,"
32965,Hamlet,OPHELIA,"Whiles, like a puff'd and reckless libertine,"
32966,Hamlet,OPHELIA,"Himself the primrose path of dalliance treads,"
32967,Hamlet,OPHELIA,And recks not his own rede.
32968,Hamlet,LAERTES,"O, fear me not."
32969,Hamlet,LAERTES,I stay too long: but here my father comes.
32970,Hamlet,LAERTES,Enter POLONIUS
32971,Hamlet,LAERTES,"A double blessing is a double grace,"
32972,Hamlet,LAERTES,Occasion smiles upon a second leave.
32973,Hamlet,LORD POLONIUS,"Yet here, Laertes! aboard, aboard, for shame!"
32974,Hamlet,LORD POLONIUS,"The wind sits in the shoulder of your sail,"
32975,Hamlet,LORD POLONIUS,"And you are stay'd for. There, my blessing with thee!"
32976,Hamlet,LORD POLONIUS,And these few precepts in thy memory
32977,Hamlet,LORD POLONIUS,"See thou character. Give thy thoughts no tongue,"
32978,Hamlet,LORD POLONIUS,Nor any unproportioned thought his act.
32979,Hamlet,LORD POLONIUS,"Be thou familiar, but by no means vulgar."
32980,Hamlet,LORD POLONIUS,"Those friends thou hast, and their adoption tried,"
32981,Hamlet,LORD POLONIUS,"Grapple them to thy soul with hoops of steel,"
32982,Hamlet,LORD POLONIUS,But do not dull thy palm with entertainment
32983,Hamlet,LORD POLONIUS,"Of each new-hatch'd, unfledged comrade. Beware"
32984,Hamlet,LORD POLONIUS,"Of entrance to a quarrel, but being in,"
32985,Hamlet,LORD POLONIUS,Bear't that the opposed may beware of thee.
32986,Hamlet,LORD POLONIUS,"Give every man thy ear, but few thy voice,"
32987,Hamlet,LORD POLONIUS,"Take each man's censure, but reserve thy judgment."
32988,Hamlet,LORD POLONIUS,"Costly thy habit as thy purse can buy,"
32989,Hamlet,LORD POLONIUS,"But not express'd in fancy, rich, not gaudy,"
32990,Hamlet,LORD POLONIUS,"For the apparel oft proclaims the man,"
32991,Hamlet,LORD POLONIUS,And they in France of the best rank and station
32992,Hamlet,LORD POLONIUS,Are of a most select and generous chief in that.
32993,Hamlet,LORD POLONIUS,"Neither a borrower nor a lender be,"
32994,Hamlet,LORD POLONIUS,"For loan oft loses both itself and friend,"
32995,Hamlet,LORD POLONIUS,And borrowing dulls the edge of husbandry.
32996,Hamlet,LORD POLONIUS,"This above all: to thine ownself be true,"
32997,Hamlet,LORD POLONIUS,"And it must follow, as the night the day,"
32998,Hamlet,LORD POLONIUS,Thou canst not then be false to any man.
32999,Hamlet,LORD POLONIUS,Farewell: my blessing season this in thee!
33000,Hamlet,LAERTES,"Most humbly do I take my leave, my lord."
33001,Hamlet,LORD POLONIUS,"The time invites you, go, your servants tend."
33002,Hamlet,LAERTES,"Farewell, Ophelia, and remember well"
33003,Hamlet,LAERTES,What I have said to you.
33004,Hamlet,OPHELIA,"'Tis in my memory lock'd,"
33005,Hamlet,OPHELIA,And you yourself shall keep the key of it.
33006,Hamlet,LAERTES,Farewell.
33007,Hamlet,LAERTES,Exit
33008,Hamlet,LORD POLONIUS,"What is't, Ophelia, be hath said to you?"
33009,Hamlet,OPHELIA,"So please you, something touching the Lord Hamlet."
33010,Hamlet,LORD POLONIUS,"Marry, well bethought:"
33011,Hamlet,LORD POLONIUS,"'Tis told me, he hath very oft of late"
33012,Hamlet,LORD POLONIUS,"Given private time to you, and you yourself"
33013,Hamlet,LORD POLONIUS,Have of your audience been most free and bounteous:
33014,Hamlet,LORD POLONIUS,"If it be so, as so 'tis put on me,"
33015,Hamlet,LORD POLONIUS,"And that in way of caution, I must tell you,"
33016,Hamlet,LORD POLONIUS,You do not understand yourself so clearly
33017,Hamlet,LORD POLONIUS,As it behoves my daughter and your honour.
33018,Hamlet,LORD POLONIUS,What is between you? give me up the truth.
33019,Hamlet,OPHELIA,"He hath, my lord, of late made many tenders"
33020,Hamlet,OPHELIA,Of his affection to me.
33021,Hamlet,LORD POLONIUS,"Affection! pooh! you speak like a green girl,"
33022,Hamlet,LORD POLONIUS,Unsifted in such perilous circumstance.
33023,Hamlet,LORD POLONIUS,"Do you believe his tenders, as you call them?"
33024,Hamlet,OPHELIA,"I do not know, my lord, what I should think."
33025,Hamlet,LORD POLONIUS,"Marry, I'll teach you: think yourself a baby,"
33026,Hamlet,LORD POLONIUS,"That you have ta'en these tenders for true pay,"
33027,Hamlet,LORD POLONIUS,"Which are not sterling. Tender yourself more dearly,"
33028,Hamlet,LORD POLONIUS,"Or--not to crack the wind of the poor phrase,"
33029,Hamlet,LORD POLONIUS,Running it thus--you'll tender me a fool.
33030,Hamlet,OPHELIA,"My lord, he hath importuned me with love"
33031,Hamlet,OPHELIA,In honourable fashion.
33032,Hamlet,LORD POLONIUS,"Ay, fashion you may call it, go to, go to."
33033,Hamlet,OPHELIA,"And hath given countenance to his speech, my lord,"
33034,Hamlet,OPHELIA,With almost all the holy vows of heaven.
33035,Hamlet,LORD POLONIUS,"Ay, springes to catch woodcocks. I do know,"
33036,Hamlet,LORD POLONIUS,"When the blood burns, how prodigal the soul"
33037,Hamlet,LORD POLONIUS,"Lends the tongue vows: these blazes, daughter,"
33038,Hamlet,LORD POLONIUS,"Giving more light than heat, extinct in both,"
33039,Hamlet,LORD POLONIUS,"Even in their promise, as it is a-making,"
33040,Hamlet,LORD POLONIUS,You must not take for fire. From this time
33041,Hamlet,LORD POLONIUS,"Be somewhat scanter of your maiden presence,"
33042,Hamlet,LORD POLONIUS,Set your entreatments at a higher rate
33043,Hamlet,LORD POLONIUS,"Than a command to parley. For Lord Hamlet,"
33044,Hamlet,LORD POLONIUS,"Believe so much in him, that he is young"
33045,Hamlet,LORD POLONIUS,And with a larger tether may he walk
33046,Hamlet,LORD POLONIUS,"Than may be given you: in few, Ophelia,"
33047,Hamlet,LORD POLONIUS,"Do not believe his vows, for they are brokers,"
33048,Hamlet,LORD POLONIUS,"Not of that dye which their investments show,"
33049,Hamlet,LORD POLONIUS,"But mere implorators of unholy suits,"
33050,Hamlet,LORD POLONIUS,"Breathing like sanctified and pious bawds,"
33051,Hamlet,LORD POLONIUS,The better to beguile. This is for all:
33052,Hamlet,LORD POLONIUS,"I would not, in plain terms, from this time forth,"
33053,Hamlet,LORD POLONIUS,"Have you so slander any moment leisure,"
33054,Hamlet,LORD POLONIUS,As to give words or talk with the Lord Hamlet.
33055,Hamlet,LORD POLONIUS,"Look to't, I charge you: come your ways."
33056,Hamlet,OPHELIA,"I shall obey, my lord."
33057,Hamlet,OPHELIA,Exeunt
33058,Hamlet,OPHELIA,SCENE IV. The platform.
33059,Hamlet,OPHELIA,"Enter HAMLET, HORATIO, and MARCELLUS"
33060,Hamlet,HAMLET,"The air bites shrewdly, it is very cold."
33061,Hamlet,HORATIO,It is a nipping and an eager air.
33062,Hamlet,HAMLET,What hour now?
33063,Hamlet,HORATIO,I think it lacks of twelve.
33064,Hamlet,HAMLET,"No, it is struck."
33065,Hamlet,HORATIO,Indeed? I heard it not: then it draws near the season
33066,Hamlet,HORATIO,Wherein the spirit held his wont to walk.
33067,Hamlet,HORATIO,"A flourish of trumpets, and ordnance shot off, within"
33068,Hamlet,HORATIO,"What does this mean, my lord?"
33069,Hamlet,HAMLET,"The king doth wake to-night and takes his rouse,"
33070,Hamlet,HAMLET,"Keeps wassail, and the swaggering up-spring reels,"
33071,Hamlet,HAMLET,"And, as he drains his draughts of Rhenish down,"
33072,Hamlet,HAMLET,The kettle-drum and trumpet thus bray out
33073,Hamlet,HAMLET,The triumph of his pledge.
33074,Hamlet,HORATIO,Is it a custom?
33075,Hamlet,HAMLET,"Ay, marry, is't:"
33076,Hamlet,HAMLET,"But to my mind, though I am native here"
33077,Hamlet,HAMLET,"And to the manner born, it is a custom"
33078,Hamlet,HAMLET,More honour'd in the breach than the observance.
33079,Hamlet,HAMLET,This heavy-headed revel east and west
33080,Hamlet,HAMLET,Makes us traduced and tax'd of other nations:
33081,Hamlet,HAMLET,"They clepe us drunkards, and with swinish phrase"
33082,Hamlet,HAMLET,"Soil our addition, and indeed it takes"
33083,Hamlet,HAMLET,"From our achievements, though perform'd at height,"
33084,Hamlet,HAMLET,The pith and marrow of our attribute.
33085,Hamlet,HAMLET,"So, oft it chances in particular men,"
33086,Hamlet,HAMLET,"That for some vicious mole of nature in them,"
33087,Hamlet,HAMLET,"As, in their birth--wherein they are not guilty,"
33088,Hamlet,HAMLET,Since nature cannot choose his origin--
33089,Hamlet,HAMLET,"By the o'ergrowth of some complexion,"
33090,Hamlet,HAMLET,"Oft breaking down the pales and forts of reason,"
33091,Hamlet,HAMLET,Or by some habit that too much o'er-leavens
33092,Hamlet,HAMLET,"The form of plausive manners, that these men,"
33093,Hamlet,HAMLET,"Carrying, I say, the stamp of one defect,"
33094,Hamlet,HAMLET,"Being nature's livery, or fortune's star,--"
33095,Hamlet,HAMLET,"Their virtues else--be they as pure as grace,"
33096,Hamlet,HAMLET,As infinite as man may undergo--
33097,Hamlet,HAMLET,Shall in the general censure take corruption
33098,Hamlet,HAMLET,From that particular fault: the dram of eale
33099,Hamlet,HAMLET,Doth all the noble substance of a doubt
33100,Hamlet,HAMLET,To his own scandal.
33101,Hamlet,HORATIO,"Look, my lord, it comes!"
33102,Hamlet,HORATIO,Enter Ghost
33103,Hamlet,HAMLET,Angels and ministers of grace defend us!
33104,Hamlet,HAMLET,"Be thou a spirit of health or goblin damn'd,"
33105,Hamlet,HAMLET,"Bring with thee airs from heaven or blasts from hell,"
33106,Hamlet,HAMLET,"Be thy intents wicked or charitable,"
33107,Hamlet,HAMLET,Thou comest in such a questionable shape
33108,Hamlet,HAMLET,"That I will speak to thee: I'll call thee Hamlet,"
33109,Hamlet,HAMLET,"King, father, royal Dane: O, answer me!"
33110,Hamlet,HAMLET,"Let me not burst in ignorance, but tell"
33111,Hamlet,HAMLET,"Why thy canonized bones, hearsed in death,"
33112,Hamlet,HAMLET,"Have burst their cerements, why the sepulchre,"
33113,Hamlet,HAMLET,"Wherein we saw thee quietly inurn'd,"
33114,Hamlet,HAMLET,"Hath oped his ponderous and marble jaws,"
33115,Hamlet,HAMLET,"To cast thee up again. What may this mean,"
33116,Hamlet,HAMLET,"That thou, dead corse, again in complete steel"
33117,Hamlet,HAMLET,"Revisit'st thus the glimpses of the moon,"
33118,Hamlet,HAMLET,"Making night hideous, and we fools of nature"
33119,Hamlet,HAMLET,So horridly to shake our disposition
33120,Hamlet,HAMLET,With thoughts beyond the reaches of our souls?
33121,Hamlet,HAMLET,"Say, why is this? wherefore? what should we do?"
33122,Hamlet,HAMLET,Ghost beckons HAMLET
33123,Hamlet,HORATIO,"It beckons you to go away with it,"
33124,Hamlet,HORATIO,As if it some impartment did desire
33125,Hamlet,HORATIO,To you alone.
33126,Hamlet,MARCELLUS,"Look, with what courteous action"
33127,Hamlet,MARCELLUS,It waves you to a more removed ground:
33128,Hamlet,MARCELLUS,But do not go with it.
33129,Hamlet,HORATIO,"No, by no means."
33130,Hamlet,HAMLET,"It will not speak, then I will follow it."
33131,Hamlet,HORATIO,"Do not, my lord."
33132,Hamlet,HAMLET,"Why, what should be the fear?"
33133,Hamlet,HAMLET,"I do not set my life in a pin's fee,"
33134,Hamlet,HAMLET,"And for my soul, what can it do to that,"
33135,Hamlet,HAMLET,Being a thing immortal as itself?
33136,Hamlet,HAMLET,It waves me forth again: I'll follow it.
33137,Hamlet,HORATIO,"What if it tempt you toward the flood, my lord,"
33138,Hamlet,HORATIO,Or to the dreadful summit of the cliff
33139,Hamlet,HORATIO,"That beetles o'er his base into the sea,"
33140,Hamlet,HORATIO,"And there assume some other horrible form,"
33141,Hamlet,HORATIO,Which might deprive your sovereignty of reason
33142,Hamlet,HORATIO,And draw you into madness? think of it:
33143,Hamlet,HORATIO,"The very place puts toys of desperation,"
33144,Hamlet,HORATIO,"Without more motive, into every brain"
33145,Hamlet,HORATIO,That looks so many fathoms to the sea
33146,Hamlet,HORATIO,And hears it roar beneath.
33147,Hamlet,HAMLET,It waves me still.
33148,Hamlet,HAMLET,"Go on, I'll follow thee."
33149,Hamlet,MARCELLUS,"You shall not go, my lord."
33150,Hamlet,HAMLET,Hold off your hands.
33151,Hamlet,HORATIO,"Be ruled, you shall not go."
33152,Hamlet,HAMLET,"My fate cries out,"
33153,Hamlet,HAMLET,And makes each petty artery in this body
